"","DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","What","Number","Shape","DepthMin","DepthMax","DurationMin","DurationMax","Shallow","Deep","start","end","t.diff","flag","divenum","depth","duration"
"1207","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 7:00","9/29/16 7:08","Dive",1,"U",324,331.5,493,495,NA,NA,2016-09-29 03:00:00,2016-09-29 03:08:00,0,0,544,327.75,494
"1208","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 7:08","9/29/16 7:11","Surface",NA,"",NA,NA,163,165,138,26,2016-09-29 03:08:00,2016-09-29 03:11:00,0,0,544,NA,164
"1209","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 7:11","9/29/16 7:18","Dive",1,"U",276,283.5,425,427,NA,NA,2016-09-29 03:11:00,2016-09-29 03:18:00,0,0,545,279.75,426
"1210","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 7:18","9/29/16 7:20","Surface",NA,"",NA,NA,135,137,110,26,2016-09-29 03:18:00,2016-09-29 03:20:00,0,0,545,NA,136
"1212","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:21","9/29/16 7:28","Dive",1,"Square",202,205.5,463,465,NA,NA,2016-09-29 03:21:00,2016-09-29 03:28:00,60,1,546,203.75,464
"1213","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:28","9/29/16 7:31","Surface",NA,"",NA,NA,159,161,160,0,2016-09-29 03:28:00,2016-09-29 03:31:00,0,0,546,NA,160
"1214","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:31","9/29/16 7:38","Dive",1,"Square",198,201.5,421,423,NA,NA,2016-09-29 03:31:00,2016-09-29 03:38:00,0,0,547,199.75,422
"1215","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:38","9/29/16 7:40","Surface",NA,"",NA,NA,127,129,116,12,2016-09-29 03:38:00,2016-09-29 03:40:00,0,0,547,NA,128
"1216","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:40","9/29/16 7:48","Dive",1,"Square",202,205.5,447,449,NA,NA,2016-09-29 03:40:00,2016-09-29 03:48:00,0,0,548,203.75,448
"1217","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:48","9/29/16 7:49","Surface",NA,"",NA,NA,113,115,107,7,2016-09-29 03:48:00,2016-09-29 03:49:00,0,0,548,NA,114
"1218","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:49","9/29/16 7:57","Dive",1,"Square",210,213.5,475,477,NA,NA,2016-09-29 03:49:00,2016-09-29 03:57:00,0,0,549,211.75,476
"1219","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:57","9/29/16 7:59","Surface",NA,"",NA,NA,125,127,122,4,2016-09-29 03:57:00,2016-09-29 03:59:00,0,0,549,NA,126
"1220","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 7:59","9/29/16 8:07","Dive",1,"Square",198,201.5,439,441,NA,NA,2016-09-29 03:59:00,2016-09-29 04:07:00,0,0,550,199.75,440
"1221","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:07","9/29/16 8:09","Surface",NA,"",NA,NA,133,135,125,9,2016-09-29 04:07:00,2016-09-29 04:09:00,0,0,550,NA,134
"1223","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:09","9/29/16 8:16","Dive",1,"Square",182,185.5,439,441,NA,NA,2016-09-29 04:09:00,2016-09-29 04:16:00,0,0,551,183.75,440
"1224","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:16","9/29/16 8:17","Surface",NA,"",NA,NA,93,95,91,3,2016-09-29 04:16:00,2016-09-29 04:17:00,0,0,551,NA,94
"1225","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:17","9/29/16 8:24","Dive",1,"Square",198,201.5,365,367,NA,NA,2016-09-29 04:17:00,2016-09-29 04:24:00,0,0,552,199.75,366
"1226","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:24","9/29/16 8:26","Surface",NA,"",NA,NA,119,121,116,4,2016-09-29 04:24:00,2016-09-29 04:26:00,0,0,552,NA,120
"1227","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:26","9/29/16 8:32","Dive",1,"U",222,225.5,387,389,NA,NA,2016-09-29 04:26:00,2016-09-29 04:32:00,0,0,553,223.75,388
"1228","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:32","9/29/16 8:34","Surface",NA,"",NA,NA,107,109,101,7,2016-09-29 04:32:00,2016-09-29 04:34:00,0,0,553,NA,108
"1229","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:34","9/29/16 8:40","Dive",1,"Square",198,201.5,385,387,NA,NA,2016-09-29 04:34:00,2016-09-29 04:40:00,0,0,554,199.75,386
"1230","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:40","9/29/16 8:42","Surface",NA,"",NA,NA,123,125,108,16,2016-09-29 04:40:00,2016-09-29 04:42:00,0,0,554,NA,124
"1231","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:42","9/29/16 8:49","Dive",1,"Square",190,193.5,415,417,NA,NA,2016-09-29 04:42:00,2016-09-29 04:49:00,0,0,555,191.75,416
"1232","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 8:49","9/29/16 8:52","Surface",NA,"",NA,NA,139,141,122,18,2016-09-29 04:49:00,2016-09-29 04:52:00,0,0,555,NA,140
"1234","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 8:52","9/29/16 8:58","Dive",1,"Square",182,185.5,375,377,NA,NA,2016-09-29 04:52:00,2016-09-29 04:58:00,0,0,556,183.75,376
"1235","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 8:58","9/29/16 9:00","Surface",NA,"",NA,NA,111,113,98,14,2016-09-29 04:58:00,2016-09-29 05:00:00,0,0,556,NA,112
"1236","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:00","9/29/16 9:06","Dive",1,"Square",198,201.5,389,391,NA,NA,2016-09-29 05:00:00,2016-09-29 05:06:00,0,0,557,199.75,390
"1237","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:06","9/29/16 9:08","Surface",NA,"",NA,NA,99,101,87,13,2016-09-29 05:06:00,2016-09-29 05:08:00,0,0,557,NA,100
"1238","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:08","9/29/16 9:15","Dive",1,"Square",178,181.5,409,411,NA,NA,2016-09-29 05:08:00,2016-09-29 05:15:00,0,0,558,179.75,410
"1239","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:15","9/29/16 9:17","Surface",NA,"",NA,NA,123,125,120,4,2016-09-29 05:15:00,2016-09-29 05:17:00,0,0,558,NA,124
"1240","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:17","9/29/16 9:23","Dive",1,"Square",206,209.5,399,401,NA,NA,2016-09-29 05:17:00,2016-09-29 05:23:00,0,0,559,207.75,400
"1241","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:23","9/29/16 9:30","Surface",NA,"",NA,NA,371,373,300,72,2016-09-29 05:23:00,2016-09-29 05:30:00,0,0,559,NA,372
"1242","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:30","9/29/16 9:38","Dive",1,"U",388,395.5,489,491,NA,NA,2016-09-29 05:30:00,2016-09-29 05:38:00,0,0,560,391.75,490
"1243","Tt0022",110608,NA,"Transmission","Mk10",1,"9/29/16 9:38","9/29/16 16:35","Surface",NA,"",NA,NA,24990,25050,20985,4035,2016-09-29 05:38:00,2016-09-29 12:35:00,0,0,560,NA,25020
"1245","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 16:35","9/29/16 16:45","Dive",1,"U",372,379.5,625,627,NA,NA,2016-09-29 12:35:00,2016-09-29 12:45:00,0,0,561,375.75,626
"1246","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 16:45","9/29/16 17:49","Surface",NA,"",NA,NA,3845,3847,1985,1861,2016-09-29 12:45:00,2016-09-29 13:49:00,0,0,561,NA,3846
"1247","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 17:49","9/29/16 18:00","Dive",1,"U",396,403.5,631,633,NA,NA,2016-09-29 13:49:00,2016-09-29 14:00:00,0,0,562,399.75,632
"1248","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 18:00","9/29/16 21:04","Surface",NA,"",NA,NA,11061,11063,6066,4996,2016-09-29 14:00:00,2016-09-29 17:04:00,0,0,562,NA,11062
"1249","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 21:04","9/29/16 21:09","Dive",1,"Square",162,165.5,317,319,NA,NA,2016-09-29 17:04:00,2016-09-29 17:09:00,0,0,563,163.75,318
"1250","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 21:09","9/29/16 22:08","Surface",NA,"",NA,NA,3515,3517,2042,1474,2016-09-29 17:09:00,2016-09-29 18:08:00,0,0,563,NA,3516
"1251","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 22:08","9/29/16 22:10","Dive",1,"Square",71,72.5,155,157,NA,NA,2016-09-29 18:08:00,2016-09-29 18:10:00,0,0,564,71.75,156
"1252","Tt0022",110608,NA,"Transmission","Mk10",2,"9/29/16 22:10","9/29/16 22:16","Surface",NA,"",NA,NA,305,307,217,89,2016-09-29 18:10:00,2016-09-29 18:16:00,0,0,564,NA,306
"1256","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 0:33","9/30/16 0:35","Dive",1,"U",89,90.5,133,135,NA,NA,2016-09-29 20:33:00,2016-09-29 20:35:00,0,0,565,89.75,134
"1257","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 0:35","9/30/16 1:13","Surface",NA,"",NA,NA,2301,2303,2005,297,2016-09-29 20:35:00,2016-09-29 21:13:00,0,0,565,NA,2302
"1258","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 1:13","9/30/16 1:16","Dive",1,"U",105,106.5,139,141,NA,NA,2016-09-29 21:13:00,2016-09-29 21:16:00,0,0,566,105.75,140
"1259","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 1:16","9/30/16 1:48","Surface",NA,"",NA,NA,1955,1957,1388,568,2016-09-29 21:16:00,2016-09-29 21:48:00,0,0,566,NA,1956
"1260","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 1:48","9/30/16 1:50","Dive",1,"U",59,60.5,77,79,NA,NA,2016-09-29 21:48:00,2016-09-29 21:50:00,0,0,567,59.75,78
"1261","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 1:50","9/30/16 1:59","Surface",NA,"",NA,NA,577,579,429,149,2016-09-29 21:50:00,2016-09-29 21:59:00,0,0,567,NA,578
"1262","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 1:59","9/30/16 2:01","Dive",1,"U",50.5,51,89,91,NA,NA,2016-09-29 21:59:00,2016-09-29 22:01:00,0,0,568,50.75,90
"1263","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 2:01","9/30/16 3:10","Surface",NA,"",NA,NA,4175,4177,3368,808,2016-09-29 22:01:00,2016-09-29 23:10:00,0,0,568,NA,4176
"1267","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 3:19","9/30/16 3:21","Dive",1,"U",65,66.5,107,109,NA,NA,2016-09-29 23:19:00,2016-09-29 23:21:00,0,0,569,65.75,108
"1268","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 3:21","9/30/16 4:23","Surface",NA,"",NA,NA,3723,3725,3243,481,2016-09-29 23:21:00,2016-09-30 00:23:00,0,0,569,NA,3724
"1269","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 4:23","9/30/16 4:26","Dive",1,"U",99,100.5,209,211,NA,NA,2016-09-30 00:23:00,2016-09-30 00:26:00,0,0,570,99.75,210
"1270","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 4:26","9/30/16 4:55","Surface",NA,"",NA,NA,1725,1727,1448,278,2016-09-30 00:26:00,2016-09-30 00:55:00,0,0,570,NA,1726
"1271","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 4:55","9/30/16 4:59","Dive",1,"U",154,157.5,235,237,NA,NA,2016-09-30 00:55:00,2016-09-30 00:59:00,0,0,571,155.75,236
"1272","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 4:59","9/30/16 6:06","Surface",NA,"",NA,NA,3985,3987,3086,900,2016-09-30 00:59:00,2016-09-30 02:06:00,0,0,571,NA,3986
"1273","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 6:06","9/30/16 6:07","Dive",1,"V",55.5,56.5,67,69,NA,NA,2016-09-30 02:06:00,2016-09-30 02:07:00,0,0,572,56,68
"1274","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 6:07","9/30/16 6:18","Surface",NA,"",NA,NA,671,673,564,108,2016-09-30 02:07:00,2016-09-30 02:18:00,0,0,572,NA,672
"1275","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 6:18","9/30/16 6:20","Dive",1,"U",53.5,54,117,119,NA,NA,2016-09-30 02:18:00,2016-09-30 02:20:00,0,0,573,53.75,118
"1277","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 6:20","9/30/16 7:00","Surface",NA,"",NA,NA,2429,2431,1960,470,2016-09-30 02:20:00,2016-09-30 03:00:00,0,0,573,NA,2430
"1278","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 7:00","9/30/16 7:10","Dive",1,"U",784,799.5,585,587,NA,NA,2016-09-30 03:00:00,2016-09-30 03:10:00,0,0,574,791.75,586
"1279","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 7:10","9/30/16 7:59","Surface",NA,"",NA,NA,2953,2955,2382,572,2016-09-30 03:10:00,2016-09-30 03:59:00,0,0,574,NA,2954
"1280","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 7:59","9/30/16 8:07","Dive",1,"Square",230,233.5,485,487,NA,NA,2016-09-30 03:59:00,2016-09-30 04:07:00,0,0,575,231.75,486
"1281","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 8:07","9/30/16 8:09","Surface",NA,"",NA,NA,115,117,105,11,2016-09-30 04:07:00,2016-09-30 04:09:00,0,0,575,NA,116
"1282","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 8:09","9/30/16 8:17","Dive",1,"Square",218,221.5,453,455,NA,NA,2016-09-30 04:09:00,2016-09-30 04:17:00,0,0,576,219.75,454
"1283","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 8:17","9/30/16 8:19","Surface",NA,"",NA,NA,115,117,116,0,2016-09-30 04:17:00,2016-09-30 04:19:00,0,0,576,NA,116
"1284","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 8:19","9/30/16 8:26","Dive",1,"Square",202,205.5,431,433,NA,NA,2016-09-30 04:19:00,2016-09-30 04:26:00,0,0,577,203.75,432
"1285","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 8:26","9/30/16 8:28","Surface",NA,"",NA,NA,113,115,110,4,2016-09-30 04:26:00,2016-09-30 04:28:00,0,0,577,NA,114
"1288","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 9:26","9/30/16 9:32","Dive",1,"U",260,267.5,401,403,NA,NA,2016-09-30 05:26:00,2016-09-30 05:32:00,3060,1,578,263.75,402
"1289","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 9:32","9/30/16 9:36","Surface",NA,"",NA,NA,203,205,151,53,2016-09-30 05:32:00,2016-09-30 05:36:00,0,0,578,NA,204
"1290","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 9:36","9/30/16 9:45","Dive",1,"U",404,411.5,537,539,NA,NA,2016-09-30 05:36:00,2016-09-30 05:45:00,0,0,579,407.75,538
"1291","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 9:45","9/30/16 9:55","Surface",NA,"",NA,NA,611,613,296,316,2016-09-30 05:45:00,2016-09-30 05:55:00,0,0,579,NA,612
"1292","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 9:55","9/30/16 9:57","Dive",1,"U",50.5,51,141,143,NA,NA,2016-09-30 05:55:00,2016-09-30 05:57:00,0,0,580,50.75,142
"1293","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 9:57","9/30/16 16:37","Surface",NA,"",NA,NA,23970,24030,19355,4645,2016-09-30 05:57:00,2016-09-30 12:37:00,0,0,580,NA,24000
"1294","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 16:37","9/30/16 16:44","Dive",1,"U",252,259.5,427,429,NA,NA,2016-09-30 12:37:00,2016-09-30 12:44:00,0,0,581,255.75,428
"1295","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 16:44","9/30/16 17:49","Surface",NA,"",NA,NA,3893,3895,3140,754,2016-09-30 12:44:00,2016-09-30 13:49:00,0,0,581,NA,3894
"1296","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 17:49","9/30/16 17:52","Dive",1,"U",51.5,52,159,161,NA,NA,2016-09-30 13:49:00,2016-09-30 13:52:00,0,0,582,51.75,160
"1298","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 17:52","9/30/16 19:28","Surface",NA,"",NA,NA,5785,5787,3920,1866,2016-09-30 13:52:00,2016-09-30 15:28:00,0,0,582,NA,5786
"1299","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 19:28","9/30/16 19:38","Dive",1,"U",226,229.5,573,575,NA,NA,2016-09-30 15:28:00,2016-09-30 15:38:00,0,0,583,227.75,574
"1300","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 19:38","9/30/16 22:19","Surface",NA,"",NA,NA,9667,9669,4366,5302,2016-09-30 15:38:00,2016-09-30 18:19:00,0,0,583,NA,9668
"1301","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 22:19","9/30/16 22:26","Dive",1,"U",348,355.5,415,417,NA,NA,2016-09-30 18:19:00,2016-09-30 18:26:00,0,0,584,351.75,416
"1302","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 22:26","9/30/16 22:30","Surface",NA,"",NA,NA,279,281,253,27,2016-09-30 18:26:00,2016-09-30 18:30:00,0,0,584,NA,280
"1303","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 22:30","9/30/16 22:38","Dive",1,"U",356,363.5,459,461,NA,NA,2016-09-30 18:30:00,2016-09-30 18:38:00,0,0,585,359.75,460
"1304","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 22:38","9/30/16 22:40","Surface",NA,"",NA,NA,117,119,107,11,2016-09-30 18:38:00,2016-09-30 18:40:00,0,0,585,NA,118
"1305","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 22:40","9/30/16 22:47","Dive",1,"U",332,339.5,433,435,NA,NA,2016-09-30 18:40:00,2016-09-30 18:47:00,0,0,586,335.75,434
"1306","Tt0022",110608,NA,"Transmission","Mk10",1,"9/30/16 22:47","9/30/16 22:49","Surface",NA,"",NA,NA,137,139,129,9,2016-09-30 18:47:00,2016-09-30 18:49:00,0,0,586,NA,138
"1310","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:00","9/30/16 23:10","Dive",1,"U",452,459.5,591,593,NA,NA,2016-09-30 19:00:00,2016-09-30 19:10:00,0,0,587,455.75,592
"1311","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:10","9/30/16 23:19","Surface",NA,"",NA,NA,551,553,267,285,2016-09-30 19:10:00,2016-09-30 19:19:00,0,0,587,NA,552
"1312","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:19","9/30/16 23:26","Dive",1,"U",316,323.5,403,405,NA,NA,2016-09-30 19:19:00,2016-09-30 19:26:00,0,0,588,319.75,404
"1313","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:26","9/30/16 23:40","Surface",NA,"",NA,NA,897,899,290,608,2016-09-30 19:26:00,2016-09-30 19:40:00,0,0,588,NA,898
"1314","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:40","9/30/16 23:44","Dive",1,"U",67,68.5,205,207,NA,NA,2016-09-30 19:40:00,2016-09-30 19:44:00,0,0,589,67.75,206
"1315","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:44","9/30/16 23:53","Surface",NA,"",NA,NA,555,557,161,395,2016-09-30 19:44:00,2016-09-30 19:53:00,0,0,589,NA,556
"1316","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:53","9/30/16 23:56","Dive",1,"V",75,76.5,197,199,NA,NA,2016-09-30 19:53:00,2016-09-30 19:56:00,0,0,590,75.75,198
"1317","Tt0022",110608,NA,"Transmission","Mk10",2,"9/30/16 23:56","9/30/16 23:57","Surface",NA,"",NA,NA,45,47,46,0,2016-09-30 19:56:00,2016-09-30 19:57:00,0,0,590,NA,46
"1321","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 0:00","10/1/16 0:05","Dive",1,"U",170,173.5,283,285,NA,NA,2016-09-30 20:00:00,2016-09-30 20:05:00,0,0,591,171.75,284
"1322","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 0:05","10/1/16 0:31","Surface",NA,"",NA,NA,1583,1585,562,1022,2016-09-30 20:05:00,2016-09-30 20:31:00,0,0,591,NA,1584
"1323","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 0:31","10/1/16 0:35","Dive",1,"V",53.5,54,231,233,NA,NA,2016-09-30 20:31:00,2016-09-30 20:35:00,0,0,592,53.75,232
"1324","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 0:35","10/1/16 0:36","Surface",NA,"",NA,NA,51,53,45,7,2016-09-30 20:35:00,2016-09-30 20:36:00,0,0,592,NA,52
"1325","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 0:36","10/1/16 0:42","Dive",1,"V",324,331.5,387,389,NA,NA,2016-09-30 20:36:00,2016-09-30 20:42:00,0,0,593,327.75,388
"1326","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 0:42","10/1/16 1:32","Surface",NA,"",NA,NA,2967,2969,862,2106,2016-09-30 20:42:00,2016-09-30 21:32:00,0,0,593,NA,2968
"1327","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 1:32","10/1/16 1:38","Dive",1,"U",316,323.5,393,395,NA,NA,2016-09-30 21:32:00,2016-09-30 21:38:00,0,0,594,319.75,394
"1328","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 1:38","10/1/16 1:44","Surface",NA,"",NA,NA,341,343,287,55,2016-09-30 21:38:00,2016-09-30 21:44:00,0,0,594,NA,342
"1329","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 1:44","10/1/16 1:50","Dive",1,"U",340,347.5,377,379,NA,NA,2016-09-30 21:44:00,2016-09-30 21:50:00,0,0,595,343.75,378
"1331","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 1:50","10/1/16 2:01","Surface",NA,"",NA,NA,675,677,567,109,2016-09-30 21:50:00,2016-09-30 22:01:00,0,0,595,NA,676
"1332","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:01","10/1/16 2:06","Dive",1,"U",89,90.5,307,309,NA,NA,2016-09-30 22:01:00,2016-09-30 22:06:00,0,0,596,89.75,308
"1333","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:06","10/1/16 2:11","Surface",NA,"",NA,NA,297,299,173,125,2016-09-30 22:06:00,2016-09-30 22:11:00,0,0,596,NA,298
"1334","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:11","10/1/16 2:16","Dive",1,"V",154,157.5,315,317,NA,NA,2016-09-30 22:11:00,2016-09-30 22:16:00,0,0,597,155.75,316
"1335","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:16","10/1/16 2:17","Surface",NA,"",NA,NA,55,57,52,4,2016-09-30 22:16:00,2016-09-30 22:17:00,0,0,597,NA,56
"1336","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:17","10/1/16 2:22","Dive",1,"Square",138,141.5,271,273,NA,NA,2016-09-30 22:17:00,2016-09-30 22:22:00,0,0,598,139.75,272
"1337","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:22","10/1/16 2:22","Surface",NA,"",NA,NA,49,51,45,5,2016-09-30 22:22:00,2016-09-30 22:22:00,0,0,598,NA,50
"1338","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:22","10/1/16 2:26","Dive",1,"Square",130,133.5,235,237,NA,NA,2016-09-30 22:22:00,2016-09-30 22:26:00,0,0,599,131.75,236
"1339","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:26","10/1/16 2:27","Surface",NA,"",NA,NA,45,47,40,6,2016-09-30 22:26:00,2016-09-30 22:27:00,0,0,599,NA,46
"1340","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:27","10/1/16 2:30","Dive",1,"V",146,149.5,197,199,NA,NA,2016-09-30 22:27:00,2016-09-30 22:30:00,0,0,600,147.75,198
"1341","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:30","10/1/16 2:31","Surface",NA,"",NA,NA,43,45,28,16,2016-09-30 22:30:00,2016-09-30 22:31:00,0,0,600,NA,44
"1343","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:32","10/1/16 2:35","Dive",1,"Square",63,64.5,235,237,NA,NA,2016-09-30 22:32:00,2016-09-30 22:35:00,60,1,601,63.75,236
"1344","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:35","10/1/16 2:40","Surface",NA,"",NA,NA,289,291,131,159,2016-09-30 22:35:00,2016-09-30 22:40:00,0,0,601,NA,290
"1345","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:40","10/1/16 2:46","Dive",1,"V",150,153.5,327,329,NA,NA,2016-09-30 22:40:00,2016-09-30 22:46:00,0,0,602,151.75,328
"1346","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:46","10/1/16 2:47","Surface",NA,"",NA,NA,87,89,82,6,2016-09-30 22:46:00,2016-09-30 22:47:00,0,0,602,NA,88
"1347","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:47","10/1/16 2:53","Dive",1,"Square",150,153.5,323,325,NA,NA,2016-09-30 22:47:00,2016-09-30 22:53:00,0,0,603,151.75,324
"1348","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:53","10/1/16 2:57","Surface",NA,"",NA,NA,275,277,240,36,2016-09-30 22:53:00,2016-09-30 22:57:00,0,0,603,NA,276
"1349","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 2:57","10/1/16 3:02","Dive",1,"Square",138,141.5,303,305,NA,NA,2016-09-30 22:57:00,2016-09-30 23:02:00,0,0,604,139.75,304
"1350","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 3:02","10/1/16 3:04","Surface",NA,"",NA,NA,85,87,69,17,2016-09-30 23:02:00,2016-09-30 23:04:00,0,0,604,NA,86
"1351","Tt0022",110608,NA,"Transmission","Mk10",1,"10/1/16 3:04","10/1/16 3:10","Dive",1,"V",178,181.5,405,407,NA,NA,2016-09-30 23:04:00,2016-09-30 23:10:00,0,0,605,179.75,406
